sim_id	query_name	thread_id	thread_type	order_id	number_of_results	runtime	flag	correct
Flu_N1_64_Ont_Def_2	queries/xtf	1.0	warmup	1.0	1.0	0.027565891	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xpd	1.0	warmup	2.0	5.0	0.014655361	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xdg	1.0	warmup	3.0	1.0	0.01093373	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzado	1.0	warmup	4.0	0.0	0.012384703	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xck	1.0	warmup	5.0	1.0	0.788722851	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xai	1.0	warmup	6.0	1.0	0.011840143999999999	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xku	1.0	warmup	7.0	1.0	0.008482103999999999	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xke	1.0	warmup	8.0	1.0	2.2313796590000003	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzasc	1.0	warmup	9.0	0.0	0.020522208	SUCCESS	INCORRECT
Flu_N1_64_Ont_Def_2	queries/xzaej	1.0	warmup	10.0	1.0	0.049488712000000004	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzabs	1.0	warmup	11.0	1.0	0.009404734	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xyg	1.0	warmup	12.0	0.0	0.008356608	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xwm	1.0	warmup	13.0	1.0	0.02473925	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xhp	1.0	warmup	14.0	1.0	0.010360766	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xux	1.0	warmup	15.0	1.0	0.009187084	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xsx	1.0	warmup	16.0	0.0	0.00992166	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzaut	1.0	warmup	17.0	3.0	65.746667202	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzapu	1.0	warmup	18.0	1.0	0.010703148999999999	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xex	1.0	warmup	19.0	1.0	1.06783381	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzano	1.0	warmup	20.0	1.0	0.037045813	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xem	1.0	warmup	21.0	1.0	0.008986011	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xal	1.0	warmup	22.0	1.0	0.008963473000000001	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzard	1.0	warmup	23.0	1.0	678.691093401	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzamz	1.0	warmup	24.0	1.0	0.013984893	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzank	1.0	warmup	25.0	1.0	0.009021915	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xkd	1.0	warmup	26.0	2.0	0.008778301	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xqm	1.0	warmup	27.0	1.0	2.067440922	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzahb	1.0	warmup	28.0	20.0	1.083863459	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xlq	1.0	warmup	29.0	1.0	0.008520096999999999	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzagx	1.0	warmup	30.0	0.0	0.010685412	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xve	1.0	warmup	31.0	1.0	0.013837388	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xrv	1.0	warmup	32.0	1.0	1.150406172	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzadb	1.0	warmup	33.0	0.0	0.286655916	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzamf	1.0	warmup	34.0	14.0	0.5602648779999999	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xgb	1.0	warmup	35.0	0.0	0.010285367	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xwn	1.0	warmup	36.0	0.0	0.008850277	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzagk	1.0	warmup	37.0	1.0	0.015833451000000002	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xwg	1.0	warmup	38.0	1.0	0.008037657	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzahq	1.0	warmup	39.0	0.0	0.008751989	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzaud	1.0	warmup	40.0	1.0	65.371367647	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xqj	1.0	warmup	41.0	3.0	0.01185503	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xnp	1.0	warmup	42.0	0.0	0.009385567	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xdp	1.0	warmup	43.0	0.0	0.236784319	SUCCESS	UNCERTAIN
Flu_N1_64_Ont_Def_2	queries/xnk	1.0	warmup	44.0	0.0	0.008954717000000001	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzatz	1.0	warmup	45.0	0.0	0.009299695	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzafr	1.0	warmup	46.0	0.0	0.010463374000000001	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xfh	1.0	warmup	47.0	1.0	0.008312004	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xco	1.0	warmup	48.0	6.0	0.009660899	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xzajm	1.0	warmup	49.0	1.0	1.785822512	SUCCESS	CORRECT
Flu_N1_64_Ont_Def_2	queries/xcm	1.0	warmup	50.0	1.0	0.024492262999999997	SUCCESS	CORRECT
