sim_id	query_name	thread_id	thread_type	order_id	number_of_results	runtime	flag
Bla_N1_32_W10_Def	L3/L3_split67.sparql	1	warmup	1	20	0.029128175	SUCCESS
Bla_N1_32_W10_Def	F4/F4_split27.sparql	1	warmup	2	0	0.030591214000000002	SUCCESS
Bla_N1_32_W10_Def	S4/S4_split85.sparql	1	warmup	3	4	0.037690703	SUCCESS
Bla_N1_32_W10_Def	S3/S3_split74.sparql	1	warmup	4	0	0.043228849	SUCCESS
Bla_N1_32_W10_Def	S5/S5_split51.sparql	1	warmup	5	0	0.042549725000000004	SUCCESS
Bla_N1_32_W10_Def	F3/F3_split97.sparql	1	warmup	6	7	0.035970762	SUCCESS
Bla_N1_32_W10_Def	F3/F3_split18.sparql	1	warmup	7	25	0.05090537	SUCCESS
Bla_N1_32_W10_Def	S5/S5_split61.sparql	1	warmup	8	0	0.034765865	SUCCESS
Bla_N1_32_W10_Def	L5/L5_split72.sparql	1	warmup	9	30	0.030854378000000002	SUCCESS
Bla_N1_32_W10_Def	F2/F2_split48.sparql	1	warmup	10	7	0.040892433	SUCCESS
Bla_N1_32_W10_Def	S6/S6_split79.sparql	1	warmup	11	5	0.024308765	SUCCESS
Bla_N1_32_W10_Def	L3/L3_split2.sparql	1	warmup	12	32	0.025751899	SUCCESS
Bla_N1_32_W10_Def	S3/S3_split43.sparql	1	warmup	13	0	0.042314397	SUCCESS
Bla_N1_32_W10_Def	L5/L5_split53.sparql	1	warmup	14	269	0.091173872	SUCCESS
Bla_N1_32_W10_Def	L4/L4_split61.sparql	1	warmup	15	58	0.025730686	SUCCESS
Bla_N1_32_W10_Def	F5/F5_split47.sparql	1	warmup	16	16	0.034791393	SUCCESS
Bla_N1_32_W10_Def	L3/L3_split16.sparql	1	warmup	17	42	0.031142113	SUCCESS
Bla_N1_32_W10_Def	S1/S1_split5.sparql	1	warmup	18	4	0.041365848999999996	SUCCESS
Bla_N1_32_W10_Def	L4/L4_split60.sparql	1	warmup	19	52	0.027760421	SUCCESS
Bla_N1_32_W10_Def	C3/C3_split10.sparql	1	warmup	20	434169	1.827008969	SUCCESS
Bla_N1_32_W10_Def	C2/C2_split58.sparql	1	warmup	21	0	0.252646674	SUCCESS
Bla_N1_32_W10_Def	S2/S2_split89.sparql	1	warmup	22	15	0.02623998	SUCCESS
Bla_N1_32_W10_Def	F5/F5_split58.sparql	1	warmup	23	30	0.028217929000000003	SUCCESS
Bla_N1_32_W10_Def	F1/F1_split62.sparql	1	warmup	24	10	0.027754391	SUCCESS
Bla_N1_32_W10_Def	S4/S4_split70.sparql	1	warmup	25	0	0.032165064	SUCCESS
Bla_N1_32_W10_Def	F2/F2_split5.sparql	1	warmup	26	4	0.026311361999999998	SUCCESS
Bla_N1_32_W10_Def	L3/L3_split45.sparql	1	warmup	27	46	0.022286192	SUCCESS
