sim_id	query_name	thread_id	thread_type	order_id	number_of_results	runtime	flag
ES_N1_32_W10_Def	S6/S6_split75.sparql	1	warmup	1	3	0.074037429	SUCCESS
ES_N1_32_W10_Def	S4/S4_split14.sparql	1	warmup	2	0	0.298838762	SUCCESS
ES_N1_32_W10_Def	S6/S6_split39.sparql	1	warmup	3	5	0.064365651	SUCCESS
ES_N1_32_W10_Def	S6/S6_split88.sparql	1	warmup	4	0	0.06131946	SUCCESS
ES_N1_32_W10_Def	S7/S7_split60.sparql	1	warmup	5	2	0.060417314	SUCCESS
ES_N1_32_W10_Def	L2/L2_split98.sparql	1	warmup	6	16	0.192810877	SUCCESS
ES_N1_32_W10_Def	F5/F5_split76.sparql	1	warmup	7	37	0.193956881	SUCCESS
ES_N1_32_W10_Def	L3/L3_split41.sparql	1	warmup	8	101	0.079684719	SUCCESS
ES_N1_32_W10_Def	F5/F5_split81.sparql	1	warmup	9	57	0.154669767	SUCCESS
ES_N1_32_W10_Def	S3/S3_split37.sparql	1	warmup	10	0	0.244605238	SUCCESS
ES_N1_32_W10_Def	C1/C1_split59.sparql	1	warmup	11	16	0.821352835	SUCCESS
ES_N1_32_W10_Def	F5/F5_split51.sparql	1	warmup	12	63	0.138987501	SUCCESS
ES_N1_32_W10_Def	L3/L3_split66.sparql	1	warmup	13	20	0.055866895	SUCCESS
ES_N1_32_W10_Def	C1/C1_split69.sparql	1	warmup	14	16	0.37762156599999996	SUCCESS
ES_N1_32_W10_Def	S1/S1_split21.sparql	1	warmup	15	4	0.1870289	SUCCESS
ES_N1_32_W10_Def	S1/S1_split73.sparql	1	warmup	16	4	0.169837437	SUCCESS
ES_N1_32_W10_Def	L5/L5_split3.sparql	1	warmup	17	269	0.183476001	SUCCESS
ES_N1_32_W10_Def	L4/L4_split41.sparql	1	warmup	18	66	0.053936338	SUCCESS
ES_N1_32_W10_Def	L3/L3_split37.sparql	1	warmup	19	48	0.055355053	SUCCESS
ES_N1_32_W10_Def	L5/L5_split77.sparql	1	warmup	20	40	0.07887187400000001	SUCCESS
ES_N1_32_W10_Def	L2/L2_split74.sparql	1	warmup	21	103	0.432851433	SUCCESS
ES_N1_32_W10_Def	S3/S3_split97.sparql	1	warmup	22	0	0.076199587	SUCCESS
ES_N1_32_W10_Def	S4/S4_split45.sparql	1	warmup	23	0	0.161193401	SUCCESS
ES_N1_32_W10_Def	S2/S2_split61.sparql	1	warmup	24	85	0.7976125970000001	SUCCESS
ES_N1_32_W10_Def	F4/F4_split81.sparql	1	warmup	25	15	0.23353771	SUCCESS
ES_N1_32_W10_Def	F2/F2_split80.sparql	1	warmup	26	12	0.163809426	SUCCESS
ES_N1_32_W10_Def	S1/S1_split55.sparql	1	warmup	27	0	0.15838586699999999	SUCCESS
ES_N1_32_W10_Def	L3/L3_split2.sparql	1	warmup	28	32	0.052504937	SUCCESS
ES_N1_32_W10_Def	S1/S1_split9.sparql	1	warmup	29	8	0.159448537	SUCCESS
ES_N1_32_W10_Def	C1/C1_split93.sparql	1	warmup	30	16	0.348837987	SUCCESS
ES_N1_32_W10_Def	F4/F4_split56.sparql	1	warmup	31	38	0.21958706900000002	SUCCESS
ES_N1_32_W10_Def	S4/S4_split50.sparql	1	warmup	32	0	0.11705157199999999	SUCCESS
ES_N1_32_W10_Def	F3/F3_split95.sparql	1	warmup	33	2	0.231061253	SUCCESS
ES_N1_32_W10_Def	C2/C2_split76.sparql	1	warmup	34	0	0.503796597	SUCCESS
ES_N1_32_W10_Def	C2/C2_split49.sparql	1	warmup	35	0	0.215505109	SUCCESS
ES_N1_32_W10_Def	L3/L3_split9.sparql	1	warmup	36	34	0.055502083	SUCCESS
ES_N1_32_W10_Def	F5/F5_split46.sparql	1	warmup	37	43	0.11856455099999999	SUCCESS
ES_N1_32_W10_Def	C1/C1_split36.sparql	1	warmup	38	16	0.355998964	SUCCESS
ES_N1_32_W10_Def	S5/S5_split45.sparql	1	warmup	39	0	0.094652596	SUCCESS
ES_N1_32_W10_Def	C3/C3_split59.sparql	1	warmup	40	434169	7.746313333	SUCCESS
ES_N1_32_W10_Def	S5/S5_split47.sparql	1	warmup	41	0	0.092798064	SUCCESS
ES_N1_32_W10_Def	S4/S4_split99.sparql	1	warmup	42	4	0.176816248	SUCCESS
ES_N1_32_W10_Def	S1/S1_split29.sparql	1	warmup	43	0	0.15310829899999998	SUCCESS
ES_N1_32_W10_Def	S1/S1_split77.sparql	1	warmup	44	3	0.170264936	SUCCESS
ES_N1_32_W10_Def	F1/F1_split81.sparql	1	warmup	45	1	0.10443597099999999	SUCCESS
ES_N1_32_W10_Def	C1/C1_split47.sparql	1	warmup	46	16	0.387022632	SUCCESS
ES_N1_32_W10_Def	L4/L4_split64.sparql	1	warmup	47	51	0.048200275	SUCCESS
ES_N1_32_W10_Def	S4/S4_split65.sparql	1	warmup	48	4	0.13107967199999998	SUCCESS
ES_N1_32_W10_Def	F2/F2_split49.sparql	1	warmup	49	0	0.12473714	SUCCESS
ES_N1_32_W10_Def	F3/F3_split10.sparql	1	warmup	50	24	0.236321158	SUCCESS
ES_N1_32_W10_Def	S3/S3_split88.sparql	1	warmup	51	0	0.053605575	SUCCESS
ES_N1_32_W10_Def	F3/F3_split0.sparql	1	warmup	52	2	0.056056727	SUCCESS
ES_N1_32_W10_Def	F4/F4_split74.sparql	1	warmup	53	65	0.217733873	SUCCESS
ES_N1_32_W10_Def	S4/S4_split36.sparql	1	warmup	54	20	0.166324061	SUCCESS
ES_N1_32_W10_Def	L3/L3_split61.sparql	1	warmup	55	44	0.053236953999999996	SUCCESS
ES_N1_32_W10_Def	C1/C1_split50.sparql	1	warmup	56	16	0.34387391700000003	SUCCESS
ES_N1_32_W10_Def	S4/S4_split3.sparql	1	warmup	57	0	0.139164709	SUCCESS
ES_N1_32_W10_Def	F5/F5_split21.sparql	1	warmup	58	41	0.11476558199999999	SUCCESS
ES_N1_32_W10_Def	S5/S5_split75.sparql	1	warmup	59	0	0.096561995	SUCCESS
ES_N1_32_W10_Def	L3/L3_split98.sparql	1	warmup	60	38	0.054705511	SUCCESS
ES_N1_32_W10_Def	L1/L1_split5.sparql	1	warmup	61	4	0.070827019	SUCCESS
ES_N1_32_W10_Def	S4/S4_split4.sparql	1	warmup	62	0	0.137197497	SUCCESS
ES_N1_32_W10_Def	F5/F5_split43.sparql	1	warmup	63	30	0.115125264	SUCCESS
ES_N1_32_W10_Def	S7/S7_split96.sparql	1	warmup	64	0	0.050582177	SUCCESS
ES_N1_32_W10_Def	S3/S3_split68.sparql	1	warmup	65	0	0.08272629100000001	SUCCESS
ES_N1_32_W10_Def	F3/F3_split76.sparql	1	warmup	66	24	0.203183335	SUCCESS
ES_N1_32_W10_Def	S5/S5_split4.sparql	1	warmup	67	0	0.09476500299999999	SUCCESS
ES_N1_32_W10_Def	C3/C3_split87.sparql	1	warmup	68	434169	7.371593728	SUCCESS
ES_N1_32_W10_Def	S3/S3_split11.sparql	1	warmup	69	0	0.079951624	SUCCESS
ES_N1_32_W10_Def	S3/S3_split55.sparql	1	warmup	70	0	0.083240093	SUCCESS
ES_N1_32_W10_Def	F4/F4_split86.sparql	1	warmup	71	38	0.07749883	SUCCESS
ES_N1_32_W10_Def	S3/S3_split33.sparql	1	warmup	72	0	0.085454185	SUCCESS
ES_N1_32_W10_Def	F2/F2_split34.sparql	1	warmup	73	4	0.14315486000000002	SUCCESS
ES_N1_32_W10_Def	F3/F3_split21.sparql	1	warmup	74	0	0.095500414	SUCCESS
ES_N1_32_W10_Def	L3/L3_split26.sparql	1	warmup	75	89	0.056907547999999995	SUCCESS
ES_N1_32_W10_Def	S4/S4_split39.sparql	1	warmup	76	1	0.16218798	SUCCESS
ES_N1_32_W10_Def	L5/L5_split19.sparql	1	warmup	77	78	0.09519354	SUCCESS
ES_N1_32_W10_Def	F3/F3_split77.sparql	1	warmup	78	34	0.226295649	SUCCESS
ES_N1_32_W10_Def	S7/S7_split86.sparql	1	warmup	79	1	0.05735174	SUCCESS
ES_N1_32_W10_Def	S6/S6_split12.sparql	1	warmup	80	6	0.069375625	SUCCESS
ES_N1_32_W10_Def	S3/S3_split7.sparql	1	warmup	81	0	0.034837764	SUCCESS
ES_N1_32_W10_Def	C1/C1_split84.sparql	1	warmup	82	16	0.374081339	SUCCESS
ES_N1_32_W10_Def	L4/L4_split48.sparql	1	warmup	83	59	0.048966573	SUCCESS
ES_N1_32_W10_Def	S3/S3_split73.sparql	1	warmup	84	0	0.081135073	SUCCESS
ES_N1_32_W10_Def	S3/S3_split45.sparql	1	warmup	85	0	0.090017134	SUCCESS
ES_N1_32_W10_Def	S3/S3_split20.sparql	1	warmup	86	0	0.089497892	SUCCESS
ES_N1_32_W10_Def	F4/F4_split33.sparql	1	warmup	87	0	0.23905758800000002	SUCCESS
ES_N1_32_W10_Def	S7/S7_split19.sparql	1	warmup	88	0	0.050880509000000004	SUCCESS
ES_N1_32_W10_Def	F3/F3_split65.sparql	1	warmup	89	30	0.209587917	SUCCESS
ES_N1_32_W10_Def	F1/F1_split45.sparql	1	warmup	90	4	0.097954885	SUCCESS
ES_N1_32_W10_Def	S6/S6_split3.sparql	1	warmup	91	0	0.054622127	SUCCESS
ES_N1_32_W10_Def	L3/L3_split13.sparql	1	warmup	92	48	0.069541282	SUCCESS
ES_N1_32_W10_Def	L2/L2_split85.sparql	1	warmup	93	236	0.536351379	SUCCESS
ES_N1_32_W10_Def	C1/C1_split3.sparql	1	warmup	94	16	0.348162686	SUCCESS
ES_N1_32_W10_Def	F2/F2_split55.sparql	1	warmup	95	6	0.176621822	SUCCESS
ES_N1_32_W10_Def	C2/C2_split79.sparql	1	warmup	96	0	0.22518313699999998	SUCCESS
ES_N1_32_W10_Def	S5/S5_split35.sparql	1	warmup	97	26	0.08994472299999999	SUCCESS
ES_N1_32_W10_Def	S1/S1_split6.sparql	1	warmup	98	4	0.152414956	SUCCESS
ES_N1_32_W10_Def	F1/F1_split52.sparql	1	warmup	99	8	0.100739622	SUCCESS
ES_N1_32_W10_Def	S4/S4_split11.sparql	1	warmup	100	1	0.129810612	SUCCESS
ES_N1_32_W10_Def	S7/S7_split1.sparql	1	warmup	101	0	0.053461197	SUCCESS
ES_N1_32_W10_Def	S2/S2_split73.sparql	1	warmup	102	255	0.603885006	SUCCESS
ES_N1_32_W10_Def	L2/L2_split22.sparql	1	warmup	103	51	0.172476498	SUCCESS
ES_N1_32_W10_Def	S1/S1_split33.sparql	1	warmup	104	5	0.160451287	SUCCESS
ES_N1_32_W10_Def	S2/S2_split62.sparql	1	warmup	105	11	0.104507204	SUCCESS
ES_N1_32_W10_Def	S5/S5_split88.sparql	1	warmup	106	0	0.084423973	SUCCESS
ES_N1_32_W10_Def	F2/F2_split32.sparql	1	warmup	107	0	0.12757691699999998	SUCCESS
ES_N1_32_W10_Def	F2/F2_split75.sparql	1	warmup	108	3	0.127866696	SUCCESS
ES_N1_32_W10_Def	F2/F2_split60.sparql	1	warmup	109	1	0.137508402	SUCCESS
ES_N1_32_W10_Def	F4/F4_split10.sparql	1	warmup	110	20	0.205050047	SUCCESS
ES_N1_32_W10_Def	L1/L1_split23.sparql	1	warmup	111	5	0.062851897	SUCCESS
ES_N1_32_W10_Def	S7/S7_split52.sparql	1	warmup	112	0	0.048053258	SUCCESS
ES_N1_32_W10_Def	F4/F4_split54.sparql	1	warmup	113	11	0.18822677	SUCCESS
ES_N1_32_W10_Def	C2/C2_split98.sparql	1	warmup	114	0	0.219897974	SUCCESS
ES_N1_32_W10_Def	L2/L2_split2.sparql	1	warmup	115	51	0.14772867	SUCCESS
ES_N1_32_W10_Def	S6/S6_split50.sparql	1	warmup	116	8	0.06652605800000001	SUCCESS
ES_N1_32_W10_Def	S7/S7_split55.sparql	1	warmup	117	0	0.048910917	SUCCESS
ES_N1_32_W10_Def	L4/L4_split85.sparql	1	warmup	118	52	0.04930416	SUCCESS
ES_N1_32_W10_Def	L2/L2_split21.sparql	1	warmup	119	236	0.275427102	SUCCESS
ES_N1_32_W10_Def	F2/F2_split57.sparql	1	warmup	120	0	0.122306399	SUCCESS
ES_N1_32_W10_Def	L4/L4_split18.sparql	1	warmup	121	61	0.045965064	SUCCESS
ES_N1_32_W10_Def	L3/L3_split3.sparql	1	warmup	122	33	0.048357213	SUCCESS
ES_N1_32_W10_Def	F5/F5_split49.sparql	1	warmup	123	63	0.11269145500000001	SUCCESS
ES_N1_32_W10_Def	F2/F2_split23.sparql	1	warmup	124	6	0.147269961	SUCCESS
ES_N1_32_W10_Def	S6/S6_split28.sparql	1	warmup	125	3	0.022515796	SUCCESS
ES_N1_32_W10_Def	S6/S6_split26.sparql	1	warmup	126	5	0.056082073	SUCCESS
ES_N1_32_W10_Def	S4/S4_split61.sparql	1	warmup	127	1	0.069099176	SUCCESS
ES_N1_32_W10_Def	L5/L5_split30.sparql	1	warmup	128	122	0.09351457499999999	SUCCESS
ES_N1_32_W10_Def	S4/S4_split32.sparql	1	warmup	129	1	0.085281704	SUCCESS
ES_N1_32_W10_Def	C1/C1_split7.sparql	1	warmup	130	16	0.431042425	SUCCESS
ES_N1_32_W10_Def	C1/C1_split28.sparql	1	warmup	131	16	0.35707800500000003	SUCCESS
ES_N1_32_W10_Def	S7/S7_split63.sparql	1	warmup	132	1	0.051141638999999996	SUCCESS
ES_N1_32_W10_Def	S7/S7_split54.sparql	1	warmup	133	0	0.013124915	SUCCESS
ES_N1_32_W10_Def	F5/F5_split97.sparql	1	warmup	134	54	0.108986147	SUCCESS
ES_N1_32_W10_Def	S7/S7_split39.sparql	1	warmup	135	0	0.047921365	SUCCESS
ES_N1_32_W10_Def	C1/C1_split75.sparql	1	warmup	136	16	0.35496844	SUCCESS
ES_N1_32_W10_Def	F5/F5_split95.sparql	1	warmup	137	57	0.114050524	SUCCESS
ES_N1_32_W10_Def	C3/C3_split24.sparql	1	warmup	138	434169	7.4568730599999995	SUCCESS
ES_N1_32_W10_Def	S1/S1_split31.sparql	1	warmup	139	0	0.17307436899999998	SUCCESS
ES_N1_32_W10_Def	F5/F5_split50.sparql	1	warmup	140	61	0.110318675	SUCCESS
